# ground truth trajectory
# timestamp tx ty tz qx qy qz qw
1548429828.45083 -0.426738 -1.62018 1.5769 0.201719 0.0986035 -0.0518964 -0.973085
1548429828.48448 -0.426663 -1.62 1.57684 0.20107 0.0982493 -0.0517834 -0.973261
1548429828.51781 -0.426771 -1.6201 1.57692 0.200199 0.0977886 -0.0509979 -0.973528
1548429828.55108 -0.427161 -1.62027 1.57719 0.199315 0.097574 -0.0512432 -0.973718
1548429828.58452 -0.42742 -1.62037 1.57742 0.198821 0.0974824 -0.0516739 -0.973806
1548429828.61772 -0.427697 -1.62055 1.57784 0.196568 0.0973871 -0.0530033 -0.974201
1548429828.65105 -0.427912 -1.62071 1.57807 0.197079 0.0978289 -0.053604 -0.974021
1548429828.68452 -0.428294 -1.62116 1.57835 0.197774 0.0973363 -0.0543949 -0.973885
1548429828.71775 -0.429119 -1.62228 1.57898 0.193969 0.0987355 -0.055351 -0.974456
1548429828.75123 -0.429672 -1.62336 1.57943 0.18943 0.0997115 -0.0551249 -0.975262
1548429828.78452 -0.43046 -1.62407 1.57962 0.187889 0.0991836 -0.0571134 -0.975499
1548429828.81777 -0.431191 -1.62475 1.57992 0.185042 0.0995799 -0.057206 -0.975997
1548429828.85094 -0.431904 -1.6249 1.5802 0.185555 0.099905 -0.0579287 -0.975824
1548429828.88432 -0.432422 -1.62484 1.58058 0.185609 0.0994916 -0.0590157 -0.975791
1548429828.91732 -0.432679 -1.6244 1.58095 0.186798 0.0995439 -0.0595442 -0.975527
1548429828.95067 -0.432804 -1.62375 1.58147 0.187919 0.0977316 -0.0596085 -0.975491
1548429828.98436 -0.432939 -1.62285 1.58208 0.188681 0.0966004 -0.0604941 -0.975402
1548429829.01748 -0.43309 -1.62173 1.58264 0.190166 0.0960304 -0.0618394 -0.975085
1548429829.05094 -0.433439 -1.62087 1.58312 0.191379 0.095315 -0.0625544 -0.974872
1548429829.08430 -0.433611 -1.62028 1.58376 0.190806 0.0950721 -0.0629308 -0.974984
1548429829.11740 -0.433974 -1.61973 1.5843 0.191313 0.0954454 -0.0643739 -0.974754
1548429829.15075 -0.434252 -1.61943 1.58486 0.190824 0.0957576 -0.0652433 -0.974762
1548429829.18422 -0.434271 -1.61953 1.58545 0.189522 0.0958651 -0.0650112 -0.97502
1548429829.21782 -0.43434 -1.61977 1.58627 0.189147 0.0963626 -0.0652825 -0.975026
1548429829.25102 -0.434296 -1.62021 1.58745 0.187461 0.0933196 -0.0687686 -0.975408
1548429829.28445 -0.434473 -1.61999 1.58824 0.188907 0.0955093 -0.0671283 -0.975031
1548429829.31775 -0.434673 -1.6201 1.58926 0.187745 0.0956413 -0.06744 -0.975221
1548429829.35101 -0.435158 -1.61998 1.59008 0.187947 0.0944281 -0.0674897 -0.975297
1548429829.38429 -0.435611 -1.61971 1.5909 0.186321 0.0950656 -0.0663158 -0.975628
1548429829.41785 -0.436174 -1.61931 1.59155 0.188563 0.0954533 -0.0677931 -0.975057
1548429829.45104 -0.436963 -1.61893 1.592 0.189663 0.0964725 -0.0682692 -0.974711
1548429829.48447 -0.437576 -1.61853 1.59245 0.189527 0.0967949 -0.0685344 -0.974686
1548429829.51780 -0.437961 -1.61789 1.59301 0.188581 0.0973506 -0.0684485 -0.97482
1548429829.55108 -0.438338 -1.61705 1.59348 0.188287 0.0962793 -0.0685248 -0.974978
1548429829.58421 -0.438595 -1.61618 1.59389 0.190073 0.095409 -0.0684874 -0.97472
1548429829.61775 -0.438711 -1.61525 1.59424 0.19175 0.0942656 -0.0688255 -0.974479
1548429829.65092 -0.438748 -1.61422 1.59456 0.192748 0.0938703 -0.0693694 -0.974281
1548429829.68441 -0.438567 -1.61367 1.59503 0.192164 0.0900009 -0.0723399 -0.974546
1548429829.71758 -0.438413 -1.61304 1.59519 0.192593 0.0890644 -0.0719006 -0.97458
1548429829.75095 -0.43839 -1.61239 1.59519 0.194118 0.0904443 -0.069904 -0.974295
1548429829.78428 -0.438259 -1.6121 1.59541 0.193936 0.0898425 -0.0701294 -0.974371
1548429829.81739 -0.438006 -1.61178 1.5956 0.193707 0.089261 -0.0702382 -0.974462
1548429829.85082 -0.437606 -1.61141 1.59568 0.194749 0.0882284 -0.0708206 -0.974306
1548429829.88423 -0.436966 -1.61147 1.59614 0.193642 0.0852537 -0.0738285 -0.974569
1548429829.91758 -0.436655 -1.61099 1.59617 0.19505 0.0867696 -0.0711481 -0.974353
1548429829.95080 -0.435894 -1.6108 1.59644 0.194469 0.0851313 -0.0695818 -0.974727
1548429829.98421 -0.435152 -1.61039 1.59671 0.194336 0.0842776 -0.0688574 -0.974879
1548429830.01786 -0.434739 -1.60995 1.59696 0.194531 0.0834217 -0.06879 -0.974919
1548429830.05105 -0.434371 -1.60944 1.59713 0.195149 0.082911 -0.0682134 -0.974879
1548429830.08430 -0.434182 -1.60895 1.59729 0.195191 0.0831489 -0.069301 -0.974774
1548429830.11787 -0.433996 -1.60866 1.59755 0.195191 0.0829354 -0.0699917 -0.974743
1548429830.15107 -0.43393 -1.60852 1.5979 0.194496 0.0832642 -0.0699479 -0.974857
1548429830.18429 -0.433727 -1.60822 1.59824 0.19453 0.0833717 -0.0698351 -0.974849
1548429830.21785 -0.433474 -1.60743 1.59851 0.195838 0.0834576 -0.0695619 -0.974599
1548429830.25096 -0.433095 -1.60715 1.59899 0.195544 0.0828839 -0.0702596 -0.974657
1548429830.28447 -0.432765 -1.6066 1.5993 0.195835 0.0822493 -0.0705267 -0.974633
1548429830.31784 -0.432373 -1.60592 1.59967 0.196352 0.082756 -0.0707857 -0.974467
1548429830.35125 -0.431749 -1.60565 1.60033 0.195138 0.0785253 -0.0748898 -0.974755
1548429830.38430 -0.431442 -1.6048 1.60044 0.198093 0.0802514 -0.0723139 -0.974212
1548429830.41782 -0.430968 -1.60457 1.60084 0.197565 0.0794456 -0.0717232 -0.974429
1548429830.45095 -0.43067 -1.60423 1.60116 0.197605 0.0791787 -0.0717394 -0.974442
1548429830.48429 -0.430422 -1.60387 1.60142 0.198188 0.0789067 -0.0723211 -0.974302
1548429830.51769 -0.430004 -1.60383 1.6018 0.197818 0.0755533 -0.0747966 -0.974456
1548429830.55078 -0.429967 -1.60368 1.60191 0.198159 0.0755752 -0.0743611 -0.974419
1548429830.58421 -0.429743 -1.60359 1.60194 0.197724 0.075704 -0.0733479 -0.974574
1548429830.61764 -0.429387 -1.60348 1.60194 0.1975 0.0754608 -0.0735085 -0.974626
1548429830.65063 -0.42923 -1.60319 1.60164 0.198699 0.0768547 -0.0718402 -0.974398
1548429830.68425 -0.428832 -1.60321 1.60147 0.198373 0.076029 -0.07128 -0.97457
1548429830.71748 -0.428428 -1.6032 1.60132 0.198501 0.075977 -0.0708399 -0.97458
1548429830.75062 -0.42833 -1.60308 1.60116 0.198469 0.0755939 -0.0706016 -0.974634
1548429830.78424 -0.428456 -1.60299 1.60112 0.198739 0.0754516 -0.0700554 -0.974629
1548429830.81765 -0.428541 -1.60295 1.60114 0.19859 0.07546 -0.0698583 -0.974673
1548429830.85117 -0.428585 -1.60299 1.60117 0.198532 0.0754396 -0.069854 -0.974687
1548429830.88426 -0.428733 -1.60303 1.6012 0.198568 0.0754431 -0.0697585 -0.974686
1548429830.91772 -0.428909 -1.60312 1.60127 0.198691 0.075557 -0.0692998 -0.974685
1548429830.95109 -0.429066 -1.60323 1.60127 0.198414 0.0752243 -0.069353 -0.974763
1548429830.98456 -0.429161 -1.60332 1.60133 0.198276 0.0753985 -0.0692541 -0.974785
1548429831.01786 -0.429214 -1.60332 1.60135 0.198192 0.0754188 -0.0692035 -0.974804
1548429831.05077 -0.429249 -1.60356 1.60146 0.197305 0.0735126 -0.0711299 -0.974991
1548429831.08450 -0.429365 -1.60373 1.60137 0.197137 0.0735544 -0.0710981 -0.975024
1548429831.11765 -0.429465 -1.60396 1.60124 0.196762 0.0734033 -0.0706727 -0.975142
1548429831.15105 -0.429742 -1.6039 1.60086 0.197767 0.0759689 -0.0682073 -0.974918
1548429831.18449 -0.429742 -1.60421 1.60059 0.197533 0.075826 -0.0682905 -0.974971
1548429831.21779 -0.429627 -1.60473 1.60043 0.196359 0.0757387 -0.0678307 -0.975247
1548429831.25061 -0.429679 -1.60514 1.60028 0.196607 0.0762025 -0.0672719 -0.975199
1548429831.28411 -0.429849 -1.60541 1.60011 0.196518 0.0762248 -0.0671102 -0.975226
1548429831.31748 -0.43006 -1.60566 1.59986 0.196558 0.076222 -0.0673925 -0.975199
1548429831.35102 -0.430134 -1.60597 1.59965 0.19574 0.0756406 -0.0673397 -0.975413
1548429831.38438 -0.430388 -1.60643 1.59968 0.195095 0.0767855 -0.0672009 -0.975462
1548429831.41762 -0.430511 -1.60667 1.59956 0.194832 0.076325 -0.0675275 -0.975528
1548429831.45092 -0.430556 -1.60695 1.59951 0.194798 0.0763931 -0.0674212 -0.975537
1548429831.48416 -0.430672 -1.60718 1.59953 0.194701 0.076421 -0.0674555 -0.975552
1548429831.51740 -0.430867 -1.60738 1.59958 0.194674 0.0766244 -0.0670896 -0.975566
1548429831.55091 -0.431019 -1.60757 1.59967 0.194688 0.0768623 -0.0672363 -0.975535
1548429831.58430 -0.431063 -1.6078 1.5997 0.194614 0.0769723 -0.0672396 -0.975541
1548429831.61791 -0.431017 -1.60798 1.59967 0.194552 0.0769893 -0.0669893 -0.975569
1548429831.65109 -0.430937 -1.60807 1.59963 0.194409 0.0771862 -0.0674221 -0.975552
1548429831.68436 -0.430839 -1.60814 1.59947 0.194563 0.0776952 -0.0676827 -0.975463
1548429831.71785 -0.43057 -1.60834 1.59934 0.194469 0.0782763 -0.0674629 -0.975451
1548429831.75121 -0.430314 -1.60851 1.59916 0.194483 0.0780868 -0.0675152 -0.975459
1548429831.78448 -0.430171 -1.60872 1.599 0.194355 0.0779451 -0.0675247 -0.975495
1548429831.81790 -0.430042 -1.60893 1.59886 0.194249 0.077831 -0.0672633 -0.975544
1548429831.85112 -0.43008 -1.6091 1.59878 0.194112 0.0779374 -0.0673384 -0.975557
1548429831.88449 -0.430212 -1.60934 1.59874 0.193865 0.078032 -0.067883 -0.975561
1548429831.91771 -0.430267 -1.60961 1.59861 0.194154 0.078191 -0.0680315 -0.97548
1548429831.95131 -0.430255 -1.60985 1.59848 0.194009 0.0782065 -0.0678456 -0.975521
1548429831.98449 -0.430092 -1.61008 1.59841 0.193712 0.0783698 -0.0675043 -0.975591
1548429832.01774 -0.429963 -1.61023 1.59838 0.193591 0.0783225 -0.0673649 -0.975628
1548429832.05100 -0.429954 -1.61033 1.59833 0.193711 0.078316 -0.0669503 -0.975633
1548429832.08432 -0.430058 -1.61035 1.59829 0.193795 0.0785578 -0.0668841 -0.975602
1548429832.11744 -0.430252 -1.6106 1.59844 0.192641 0.0760857 -0.0696467 -0.975833
1548429832.15094 -0.43049 -1.61066 1.59846 0.192784 0.0762073 -0.0694608 -0.975808
1548429832.18433 -0.430525 -1.61087 1.59841 0.193166 0.0761652 -0.0689519 -0.975772
1548429832.21760 -0.430517 -1.6111 1.59835 0.192804 0.075509 -0.0690163 -0.97589
1548429832.25095 -0.430534 -1.61098 1.5984 0.193191 0.0754067 -0.0686811 -0.975845
1548429832.28423 -0.430395 -1.61113 1.59854 0.193291 0.076047 -0.0683584 -0.975798
1548429832.31766 -0.430139 -1.61103 1.59847 0.194113 0.0784138 -0.065665 -0.975633
1548429832.35092 -0.429736 -1.61144 1.59866 0.19309 0.0781742 -0.0661274 -0.975824
1548429832.38430 -0.429668 -1.61138 1.59869 0.193358 0.0781705 -0.0664315 -0.97575
1548429832.41758 -0.42954 -1.6114 1.59871 0.192833 0.0785586 -0.0669899 -0.975785
1548429832.45114 -0.429279 -1.61147 1.5987 0.192722 0.0788279 -0.06674 -0.975802
1548429832.48444 -0.429196 -1.61143 1.59869 0.192657 0.0789699 -0.0667722 -0.975802
1548429832.51777 -0.429054 -1.61135 1.5987 0.192771 0.0790416 -0.0668973 -0.975765
1548429832.55054 -0.428856 -1.61128 1.59871 0.1929 0.0792564 -0.067361 -0.97569
1548429832.58440 -0.428762 -1.61118 1.59871 0.193074 0.0790133 -0.0679909 -0.975631
1548429832.61781 -0.428637 -1.61103 1.59873 0.193434 0.0789085 -0.0680678 -0.975563
1548429832.65101 -0.428452 -1.61094 1.59878 0.193556 0.0788754 -0.0676787 -0.975569
1548429832.68448 -0.428424 -1.61085 1.59879 0.193712 0.0787336 -0.0678539 -0.975537
1548429832.71810 -0.428375 -1.61087 1.5988 0.193666 0.0786181 -0.0677943 -0.97556
1548429832.75109 -0.428392 -1.61094 1.59872 0.193614 0.0783237 -0.067794 -0.975594
1548429832.78433 -0.42848 -1.61099 1.59863 0.193696 0.0781767 -0.0677074 -0.975595
1548429832.81784 -0.428571 -1.61114 1.59854 0.193539 0.0779724 -0.0676931 -0.975644
1548429832.85100 -0.428626 -1.61135 1.59851 0.193226 0.0778788 -0.0674674 -0.975729
1548429832.88416 -0.428766 -1.61149 1.59844 0.193098 0.0777638 -0.0676264 -0.975752
1548429832.91760 -0.428961 -1.61158 1.59846 0.192681 0.0777131 -0.0675148 -0.975847
1548429832.95071 -0.429226 -1.61159 1.59842 0.192718 0.0777123 -0.0674622 -0.975843
1548429832.98425 -0.429421 -1.61158 1.59831 0.192744 0.0775706 -0.0669397 -0.975885
1548429833.01773 -0.429566 -1.61162 1.59823 0.192643 0.0776175 -0.0671029 -0.97589
1548429833.05087 -0.42959 -1.61185 1.59825 0.191631 0.0759099 -0.0695641 -0.976051
1548429833.08434 -0.429626 -1.61188 1.59813 0.191296 0.0758254 -0.069742 -0.976111
1548429833.11783 -0.429657 -1.61194 1.59804 0.190561 0.0756213 -0.0703262 -0.976228
1548429833.15091 -0.429769 -1.61198 1.59792 0.190427 0.0753648 -0.0703172 -0.976275
1548429833.18409 -0.430164 -1.61188 1.59779 0.191031 0.075167 -0.0709163 -0.976129
1548429833.25060 -0.430919 -1.61102 1.59763 0.192781 0.0797491 -0.0693452 -0.975534
1548429833.28453 -0.431132 -1.61074 1.5977 0.193049 0.0799522 -0.0693836 -0.975462
1548429833.31777 -0.43111 -1.61056 1.5978 0.193081 0.0800933 -0.0699639 -0.975402
1548429833.35097 -0.430606 -1.61084 1.59813 0.191027 0.0760544 -0.0730372 -0.975905
1548429833.38452 -0.430414 -1.61067 1.59815 0.191657 0.0761024 -0.0728942 -0.975788
1548429833.41787 -0.430411 -1.61042 1.59832 0.191387 0.0764775 -0.0734473 -0.97577
1548429833.45114 -0.430401 -1.61003 1.59843 0.191545 0.0767218 -0.0738809 -0.975687
1548429833.48431 -0.430596 -1.60945 1.59825 0.193394 0.0794296 -0.0709007 -0.975327
1548429833.51787 -0.430631 -1.6093 1.59838 0.193877 0.0800355 -0.0706468 -0.9752
1548429833.55112 -0.430611 -1.60909 1.59849 0.194064 0.0803916 -0.0709985 -0.975108
1548429833.58439 -0.430317 -1.60897 1.59865 0.193289 0.079366 -0.0717608 -0.97529
1548429833.61788 -0.430047 -1.60887 1.59878 0.193394 0.0791688 -0.0721495 -0.975257
1548429833.65091 -0.429567 -1.60877 1.59892 0.193196 0.0791529 -0.0724594 -0.975274
1548429833.68438 -0.429122 -1.60867 1.59899 0.193134 0.0788129 -0.0732668 -0.975254
1548429833.71759 -0.428842 -1.60851 1.59889 0.193804 0.0787583 -0.0734408 -0.975112
1548429833.75096 -0.428728 -1.60834 1.59886 0.193788 0.0795922 -0.0747583 -0.974947
1548429833.78418 -0.428518 -1.60828 1.59878 0.193744 0.0797737 -0.0746769 -0.974948
1548429833.81772 -0.42828 -1.60828 1.5987 0.193615 0.0796694 -0.0743227 -0.975009
1548429833.85070 -0.427907 -1.60832 1.5987 0.193132 0.079748 -0.0747622 -0.975065
1548429833.88409 -0.42752 -1.60839 1.59855 0.192901 0.079652 -0.0755164 -0.97506
1548429833.91771 -0.427057 -1.60857 1.5983 0.192313 0.0785448 -0.0759242 -0.975234
1548429833.95093 -0.426567 -1.60881 1.59816 0.191885 0.0776699 -0.0763976 -0.975352
1548429833.98426 -0.426257 -1.60873 1.59797 0.192244 0.0777759 -0.0772666 -0.975204
1548429834.01788 -0.425973 -1.6086 1.5978 0.192572 0.0775622 -0.0772056 -0.975161
1548429834.05070 -0.425503 -1.60889 1.59788 0.19108 0.0748657 -0.079772 -0.975459
1548429834.08430 -0.425433 -1.60856 1.59768 0.192419 0.0775039 -0.0777643 -0.975152
1548429834.11790 -0.425117 -1.60842 1.59759 0.193049 0.077439 -0.0788224 -0.974947
1548429834.15112 -0.424671 -1.6085 1.59773 0.191333 0.0770768 -0.0782371 -0.975361
1548429834.18446 -0.4246 -1.60843 1.59773 0.192618 0.0777285 -0.0787793 -0.975013
1548429834.21799 -0.424355 -1.6085 1.59789 0.192153 0.0780544 -0.0790651 -0.975056
1548429834.25093 -0.424268 -1.60857 1.59793 0.192269 0.0784457 -0.0785838 -0.97504
1548429834.28452 -0.424239 -1.60869 1.598 0.192591 0.079321 -0.0778754 -0.974963
1548429834.31780 -0.424164 -1.60869 1.59801 0.192573 0.0796757 -0.0782725 -0.974906
1548429834.35206 -0.424036 -1.60863 1.59792 0.192561 0.0791101 -0.0791683 -0.974882
1548429834.38429 -0.423756 -1.60873 1.59791 0.192391 0.0791651 -0.0791963 -0.974909
1548429834.41780 -0.423183 -1.60876 1.59801 0.192181 0.0788095 -0.0797041 -0.974937
1548429834.45123 -0.42225 -1.60879 1.59831 0.191155 0.0766445 -0.082015 -0.97512
1548429834.48417 -0.421573 -1.6081 1.59816 0.192771 0.0787572 -0.0810588 -0.974713
1548429834.51761 -0.420909 -1.60769 1.59811 0.193396 0.0791319 -0.0824376 -0.974443
1548429834.55092 -0.420405 -1.60755 1.59808 0.193312 0.0792832 -0.0815155 -0.974525
1548429834.58410 -0.42037 -1.60728 1.59808 0.193898 0.0802395 -0.0821471 -0.974278
1548429834.61751 -0.420367 -1.60699 1.59817 0.19418 0.081407 -0.0826209 -0.974085
1548429834.65096 -0.420134 -1.60704 1.59835 0.1934 0.081891 -0.0826181 -0.9742
1548429834.68440 -0.41977 -1.60731 1.59853 0.193356 0.0820306 -0.0810445 -0.974329
1548429834.71760 -0.41933 -1.60753 1.59882 0.193367 0.0826546 -0.0803649 -0.97433
1548429834.75097 -0.419003 -1.60735 1.599 0.19439 0.0834352 -0.0806814 -0.974034
1548429834.78428 -0.418027 -1.60744 1.59958 0.192895 0.0795176 -0.0836758 -0.974406
1548429834.81785 -0.417366 -1.60706 1.59992 0.193934 0.0793961 -0.0832281 -0.974248
1548429834.85106 -0.416916 -1.60626 1.60043 0.195326 0.0827379 -0.0817915 -0.973813
1548429834.88437 -0.416224 -1.60565 1.6012 0.195834 0.0837021 -0.0818115 -0.973627
1548429834.91782 -0.415279 -1.60509 1.60194 0.195782 0.0837997 -0.0830603 -0.973524
1548429834.95114 -0.414011 -1.60461 1.60298 0.19595 0.08286 -0.0846147 -0.973436
1548429834.98454 -0.412913 -1.60394 1.60381 0.19752 0.0853925 -0.0841662 -0.972939
1548429835.01755 -0.411726 -1.60333 1.60457 0.197117 0.0832671 -0.0869695 -0.972958
1548429835.05116 -0.410327 -1.60287 1.60542 0.19526 0.0820168 -0.0892024 -0.973237
1548429835.08457 -0.40974 -1.60205 1.60572 0.197466 0.0843529 -0.087581 -0.972739
1548429835.11731 -0.409044 -1.60151 1.60615 0.197406 0.0846157 -0.0883277 -0.972661
1548429835.15105 -0.408536 -1.60089 1.6065 0.197934 0.086255 -0.0885486 -0.97239
1548429835.18445 -0.407734 -1.60096 1.60728 0.196338 0.0832722 -0.0914527 -0.972704
1548429835.21772 -0.406881 -1.60079 1.60789 0.195205 0.0833552 -0.0907438 -0.972991
1548429835.25091 -0.406253 -1.60078 1.60841 0.196289 0.0837499 -0.0911206 -0.972704
1548429835.28417 -0.405601 -1.60095 1.60934 0.195309 0.0833321 -0.0915095 -0.972901
1548429835.31744 -0.405123 -1.60086 1.61048 0.19506 0.0843676 -0.0914855 -0.972864
1548429835.35086 -0.4048 -1.60057 1.61185 0.196554 0.0866958 -0.0888163 -0.972606
1548429835.38406 -0.404492 -1.60105 1.61372 0.19459 0.0838969 -0.0896472 -0.97317
1548429835.41760 -0.404478 -1.60107 1.61554 0.195561 0.0868056 -0.085651 -0.97308
1548429835.45086 -0.404821 -1.60115 1.61752 0.196116 0.0879173 -0.0849686 -0.972928
1548429835.48431 -0.405167 -1.60103 1.61944 0.196512 0.0901998 -0.0827953 -0.972827
1548429835.51758 -0.405628 -1.60096 1.62119 0.195976 0.0901882 -0.0836672 -0.972861
1548429835.55108 -0.406066 -1.60034 1.62275 0.197257 0.0918602 -0.0803967 -0.972722
1548429835.58419 -0.406096 -1.59976 1.62453 0.197309 0.0911039 -0.0804158 -0.972781
1548429835.61781 -0.406243 -1.59845 1.62582 0.198962 0.0947983 -0.0787408 -0.972228
1548429835.65114 -0.406143 -1.59762 1.62723 0.201226 0.0946886 -0.0798352 -0.971683
1548429835.68450 -0.405508 -1.59708 1.62817 0.201578 0.0935319 -0.081813 -0.971558
1548429835.71773 -0.404197 -1.59738 1.62877 0.200565 0.091034 -0.0872312 -0.971533
1548429835.75122 -0.402624 -1.59814 1.62893 0.200273 0.0904198 -0.0861689 -0.971746
1548429835.78458 -0.400771 -1.59896 1.62878 0.199334 0.0886014 -0.0868399 -0.972047
1548429835.81770 -0.398911 -1.59961 1.62834 0.196875 0.0842469 -0.090028 -0.972645
1548429835.85098 -0.397576 -1.59977 1.627 0.196784 0.084131 -0.0879766 -0.972861
1548429835.88452 -0.396095 -1.6004 1.62506 0.195255 0.081632 -0.091617 -0.973046
1548429835.91769 -0.394998 -1.60054 1.62238 0.195722 0.0795465 -0.0925846 -0.973033
1548429835.95095 -0.393583 -1.60068 1.6197 0.193667 0.0808503 -0.0909349 -0.973492
1548429835.98441 -0.392322 -1.60128 1.61686 0.192826 0.0789967 -0.0922535 -0.973687
1548429836.01759 -0.39027 -1.60181 1.6141 0.191245 0.0752451 -0.097103 -0.973825
1548429836.05070 -0.387828 -1.60186 1.61141 0.188584 0.0733697 -0.100843 -0.974107
1548429836.08424 -0.385211 -1.60121 1.60847 0.188147 0.0727841 -0.101107 -0.974208
1548429836.11764 -0.382505 -1.60068 1.60564 0.186463 0.0670247 -0.105144 -0.974517
1548429836.15083 -0.380483 -1.59924 1.60253 0.186106 0.0673243 -0.10692 -0.974372
1548429836.18415 -0.378776 -1.59764 1.59917 0.188699 0.0656591 -0.10959 -0.97369
1548429836.21763 -0.377346 -1.59646 1.59632 0.186924 0.0634303 -0.108614 -0.974289
1548429836.25101 -0.376244 -1.59493 1.59332 0.18634 0.0617888 -0.109722 -0.974382
1548429836.28429 -0.375201 -1.59328 1.59047 0.187466 0.0607811 -0.113036 -0.973851
1548429836.31753 -0.374237 -1.59223 1.58794 0.186041 0.0564278 -0.115907 -0.974048
1548429836.35099 -0.373893 -1.59049 1.5851 0.188806 0.0584744 -0.111958 -0.973858
1548429836.38431 -0.373005 -1.58953 1.5826 0.188823 0.0548579 -0.115696 -0.973628
1548429836.41777 -0.372889 -1.58811 1.57961 0.190467 0.0566739 -0.111149 -0.973733
1548429836.45122 -0.372397 -1.58773 1.57686 0.191061 0.0529995 -0.11353 -0.973549
1548429836.48453 -0.37259 -1.58756 1.57433 0.189435 0.0533756 -0.116063 -0.973548
1548429836.51764 -0.373182 -1.5873 1.57159 0.19078 0.0559359 -0.113875 -0.9734
1548429836.55117 -0.373652 -1.5879 1.56935 0.1898 0.0555214 -0.113741 -0.97363
1548429836.58430 -0.373766 -1.58921 1.56767 0.186363 0.0523617 -0.11752 -0.974021
